자동차검사소명,자동차검사소유형,소재지도로명주소,소재지지번주소,위도,경도,검사소전화번호,운영시간,검사진로수,부지면적,건물면적,검사기술인력수,신규검사여부,정기검사여부,튜닝검사여부,임시검사여부,수리검사여부,배출가스정밀검사여부,택시미터검정여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
상록한마음모터스㈜,민간,,경기도 안산시 상록구 월피동 481-2,37.33747019,126.8500235,031-475-1566,09:00~18:00,3,1434.7,992,,Y,Y,Y,Y,Y,Y,Y,031-481-2951,경기도 안산시 대중교통과,2023-05-12,3930000,경기도 안산시
오버존자동차1급정비,민간,,경기도 안산시 단원구 성곡동 710-1,37.32230695,126.7324924,031-480-4972,09:00~18:00,3,1029.82,1029.82,,Y,Y,Y,Y,Y,Y,Y,031-481-2951,경기도 안산시 대중교통과,2023-05-12,3930000,경기도 안산시
안산사동자동차공업사,민간,,경기도 안산시 상록구 사동 1494-1,37.27922209,126.8468559,031-408-2031,09:00~18:00,3,2884.9,2047,,Y,Y,Y,Y,Y,Y,Y,031-481-2951,경기도 안산시 대중교통과,2023-05-12,3930000,경기도 안산시
동신자동차정비,민간,경기도 안산시 단원구 시화호수로841번길 28-3,,37.2983505,126.7611187,031-408-3377,09:00~18:00,3,1971,1971,,Y,Y,Y,Y,Y,Y,Y,031-481-2951,경기도 안산시 대중교통과,2023-05-12,3930000,경기도 안산시
(주)대부일심1급자동차,민간,경기도 안산시 단원구 대부황금로 1104,,37.25878783,126.5849218,032-886-0660,09:00~18:00,3,1621.52,1621.52,,Y,Y,Y,Y,Y,Y,Y,031-481-2951,경기도 안산시 대중교통과,2023-05-12,3930000,경기도 안산시
양평자동차공업사,민간,경기도 양평군 양평읍 경강로 1744,경기도 양평군 양평읍 오빈리 205-1,37.50159181,127.4743583,031-772-2301,평일(09:00~18:00),2,5570,1962.46,,N,Y,N,N,N,Y,Y,,경기도 양평군청,2023-05-22,4170000,경기도 양평군
(주)양서이레종합서비스기아오토큐,민간,경기도 양평군 양서면 두물머리길20번길 7,경기도 양평군 양서면 양수리 1139-2,37.54238327,127.3185797,031-772-9995,평일(09:00~18:00),1,2725,546,,Y,Y,N,Y,Y,Y,Y,,경기도 양평군청,2023-05-22,4170000,경기도 양평군
양평현대자동차정비(주),민간,경기도 양평군 양평읍 양근로 21,경기도 양평군 양평읍 오빈리 143-7,37.50116192,127.4776306,031-775-7720,평일(09:00~18:00),1,1454,266,,N,Y,N,N,N,N,N,,경기도 양평군청,2023-05-22,4170000,경기도 양평군
양평기아자동차서비스,민간,경기도 양평군 양평읍 중앙로111번길 30,경기도 양평군 양평읍 공흥리 563-3,37.4958292,127.5030649,031-775-8111,평일(09:00~18:00),1,2052,441.55,,N,Y,N,Y,N,N,Y,,경기도 양평군청,2023-05-22,4170000,경기도 양평군
(주)양평현대모터스,민간,경기도 양평군 양평읍 양근로 367,경기도 양평군 양평읍 창대리 581-8,37.47965724,127.504971,031-775-0020,평일(09:00~18:00),1,1702,435,,N,Y,N,N,Y,N,Y,,경기도 양평군청,2023-05-22,4170000,경기도 양평군
용문신화자동차공업사,민간,경기도 양평군 용문면 소일길 31,경기도 양평군 용문면 금곡리 164-1,37.50899281,127.6193923,031-775-5421,평일(09:00~18:00),1,1984,633,,Y,Y,Y,N,N,N,N,,경기도 양평군청,2023-05-22,4170000,경기도 양평군
현대동부모터스,민간,경기도 양평군 양평읍 백운길 87,경기도 양평군 양평읍 공흥리 174-2,37.49896637,127.508896,031-773-4972,평일(09:00~18:00),1,2584,788.54,,N,Y,N,N,N,N,Y,,경기도 양평군청,2023-05-22,4170000,경기도 양평군
신풍자동차공업사,민간,경기도 양평군 용문면 그릇고갯길 111,경기도 양평군 용문면 마룡리 214,37.48545625,127.6105682,031-771-5877,평일(09:00~18:00),1,1120,323,,Y,Y,Y,N,N,N,N,,경기도 양평군청,2023-05-22,4170000,경기도 양평군
송제자동차공업사,민간,경기도 양평군 지평면 지평로 93,경기도 양평군 지평면 송현리 723-5,37.49978331,127.6327565,031-772-2003,평일(09:00~18:00),1,1537,458.8,,Y,Y,N,N,N,N,N,,경기도 양평군청,2023-05-22,4170000,경기도 양평군
주식회사 양평1급종합자동차정비사업소,민간,경기도 양평군 단월면 경강로 3703,경기도 양평군 단월면 봉상리 44,37.52219018,127.6636064,031-771-6663,평일(09:00~18:00),2,7551,1553.28,,Y,Y,N,N,N,Y,Y,,경기도 양평군청,2023-05-22,4170000,경기도 양평군
삼천포종합정비㈜,민간,경상남도 사천시 삼천포대교로 577 (좌룡동),,34.9491927838,128.0775809506,055-833-7610,평일:09:00~18:00,5,5688,986,5,N,Y,N,Y,Y,Y,Y,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
평화자동차종합정비,민간,경상남도 사천시 곤양면 구고속도로 1636,,35.0530193574,127.9591903882,055-854-4114,평일:09:00~18:00,5,1920,833,3,N,Y,N,Y,Y,N,Y,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
(주)한서종합정비,민간,경상남도 사천시 삼천포대교로 926 (송포동),,34.9760859669,128.0599176154,055-833-0808,평일:09:00~18:00,4,2325,439,4,N,Y,N,Y,Y,N,N,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
정우1급종합정비,민간,경상남도 사천시 삼천포대교로 650 (좌룡동),,34.9554814260,128.075702,055-835-1177,평일:09:00~18:00,4,1064,235,4,N,Y,N,Y,Y,N,N,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
베스트종합정비,민간,경상남도 사천시 정동면 진삼로 1206,,35.0607390510,128.0796365589,055-852-3322,평일:09:00~18:00,5,1378,390,3,N,Y,N,Y,Y,N,Y,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
가야1급종합정비,민간,경상남도 사천시 남일로 155 (향촌동),,34.9308016486,128.0931463356,055-833-4972,평일:09:00~18:00,5,1322,258,3,N,Y,N,Y,Y,N,Y,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
(주)사천고객정비,민간,경상남도 사천시 사천읍 사천대로 2013-18,,35.094272,128.089013,055-853-8600,평일:09:00~18:00,5,1725,402,3,N,Y,N,Y,Y,Y,Y,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
중앙자동차1급정비,민간,경상남도 사천시 삼상로 164(향촌동),,34.9390214665,128.0927965698,055-835-8511,평일:09:00~18:00,4,1434,317,3,N,Y,N,Y,Y,Y,N,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
현대종합정비,민간,경상남도 사천시 경상남도 사천시 사천읍 구암두문로154-32,,35.087553,128.103287,0507-1492-137,평일:09:00~18:00,5,9799,2364,4,N,Y,N,Y,Y,N,Y,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
(주)에이스1급정비,민간,경상남도 사천시 사남면 사천대로 1616-14 (사남면),,35.0623289450,128.074564,055-855-6262,평일:09:00~18:00,5,1294,494,3,N,Y,N,Y,Y,N,Y,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
동성엔대림종합정비,민간,경상남도 사천시 경상남도 사천시 사천읍 항공로 54,,35.081136672,128.077104810,055-852-2100,평일:09:00~18:00,4,3225,800,3,N,Y,N,Y,Y,Y,N,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
사천자동차종합검사소,민간,경상남도 사천시 사천읍 구암두문로 154-42,,35.0875980533,128.1041269988,055-855-1181,평일:09:00~18:00,4,9790,1983,3,N,Y,N,Y,Y,Y,N,055-831-3374,경상남도 사천시청,2023-05-20,5340000,경상남도 사천시
(주)광진자동차종합정비센타,민간,경기도 양주시 광적면 광적로 444,,37.85274009,126.9607398,031-871-8491,(평일)09~18,1,6059,395,3,N,Y,N,N,Y,Y,Y,031-8082-6611,경기도 양주시청,2023-05-01,5590000,경기도 양주시
(주)양주자동차정비공업사,민간,경기도 양주시 평화로 1617(회정동),,37.83364152,127.0533951,031-858-6065,(평일)09~18,2,3492,1486,3,N,Y,N,N,Y,Y,Y,031-8082-6611,경기도 양주시청,2023-05-01,5590000,경기도 양주시
양주현대서비스,민간,경기도 양주시 광적면 부흥로 931,,37.81075111,126.9932681,031-836-1102,(평일)09~18,1,1000,808,2,N,Y,N,N,Y,Y,N,031-8082-6611,경기도 양주시청,2023-05-01,5590000,경기도 양주시
(주)일광자동차서비스,민간,경기도 양주시 장흥면 호국로123번길 12,경기도 양주시 장흥면 일영리 331-3,37.71501868,126.9355663,031-855-0803,(평일)09~18,1,1030,198,2,N,Y,N,N,Y,Y,Y,031-8082-6611,경기도 양주시청,2023-05-01,5590000,경기도 양주시
엘테크자동차정비공업사㈜,민간,경기도 양주시 백석읍 중앙로 306,,37.79933633,126.9804931,031-824-9064,(평일)09~18,2,2969,911,3,N,Y,N,N,Y,Y,Y,031-8082-6611,경기도 양주시청,2023-05-01,5590000,경기도 양주시
1급세종자동차공업사,민간,경기도 양주시 은현면 화합로 922,,37.86195532,127.0249236,031-861-8988,(평일)09~18,1,4074,662,2,N,Y,N,N,Y,Y,Y,031-8082-6611,경기도 양주시청,2023-05-01,5590000,경기도 양주시
옥정현대서비스,민간,경기도 양주시 율정로 257-14(율정동),,37.81760731,127.1038475,031-857-5580,(평일)09~18,1,3420,3341.2,3,N,Y,N,N,Y,Y,Y,031-8082-6611,경기도 양주시청,2023-05-01,5590000,경기도 양주시
동일자동차공업㈜,민간,경기도 양주시 화합로1325번길 123-18(덕정동),,37.8531523,127.0613449,031-859-4300,(평일)09~18,1,1835,391.6,3,N,Y,N,N,Y,Y,N,031-8082-6611,경기도 양주시청,2023-05-01,5590000,경기도 양주시
(주)광적공업사,민간,경기도 양주시 광적면 광적로 314,,37.84215397,126.966844,031-855-3500,(평일)09~18,1,4150,1647,3,N,Y,N,N,Y,Y,Y,031-8082-6611,경기도 양주시청,2023-05-01,5590000,경기도 양주시
㈜서연큐모터스,민간,경기도 양주시 남면 감악산로20번길 212,,37.87810747,126.9933515,031-857-1480,(평일)09~18,1,2741,156,2,N,Y,N,N,Y,Y,Y,031-8082-6611,경기도 양주시청,2023-05-01,5590000,경기도 양주시
르노코리아자동차지정정비센타진접정비,민간,경기도 남양주시 진접읍 금강로유연들1길 82,,37.70874897,127.1765842,031-574-3636,평일 09:00~18:00,2,1649,631.01,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
장현자동차공업사,민간,경기도 남양주시 진접읍 양진로 1010,,37.70827467,127.183564,031-529-5300,평일 09:00~18:00,1,3060,878.57,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
드림자동차공업사,민간,경기도 남양주시 오남읍 양지로319번길 12,,37.70208841,127.1903226,031-528-4777,평일 09:00~18:00,1,1189,357,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
(주)1급진접현대자동차공업사,민간,경기도 남양주시 진접읍 경복대로 451,,37.73570469,127.2138913,031-529-7890,평일 09:00~18:00,1,1363,743.4,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
㈜경기자동차,민간,경기도 남양주시 진접읍 금강로 1943-11,,37.75491294,127.2167022,031-528-0770,평일 09:00~18:00,2,3776,1197.72,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
남양자동차공업사,민간,경기도 남양주시 진접읍 진벌로51번길 89,경기도 남양주시 진접읍 팔야리 490-1,37.74898117,127.2195725,031-572-7878,평일 09:00~18:00,1,2601,990.51,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
고려모터스,민간,경기도 남양주시 화도읍 경춘로 1842,,37.65565118,127.2923387,031-594-5100,평일 09:00~18:00,2,3745,729.85,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
경춘자동차공업사,민간,경기도 남양주시 화도읍 경춘로 2028,,37.65122693,127.3134925,031-594-8100,평일 09:00~18:00,1,2861,756.5,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
수동현대서비스,민간,경기도 남양주시 수동면 비룡로 544,,37.68838879,127.3228783,031-995-9955,평일 09:00~18:00,1,1435,667.28,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
백봉현대모터스,민간,경기도 남양주시 마치로 49(호평동),,37.65414611,127.2575409,031-593-5184,평일 09:00~18:00,1,2591,873,,N,Y,N,Y,N,Y,N,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
(주)호평1급자동차공업사,민간,경기도 남양주시 늘을1로 63-8(호평동),,37.65760777,127.238673,031-595-6413,평일 09:00~18:00,1,2982,755.02,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
(주)평내자동차검사정비사업소,민간,경기도 남양주시 경춘로 1265(평내동),,37.64780971,127.2342321,031-595-8276,평일 09:00~18:00,2,3729,866.4,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
남양주자동차주식회사,민간,경기도 남양주시 금곡로 9(금곡동),,37.63365354,127.203922,031-559-8600,평일 09:00~18:00,2,1932,934.44,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
현대자동차종합정비공업사,민간,경기도 남양주시 와부읍 덕소로 260,,37.57848609,127.2245763,031-577-1422,평일 09:00~18:00,1,2025,398.33,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
사능자동차공업사,민간,경기도 남양주시 진건읍 사릉로 433,,37.65722298,127.176494,031-573-2100,평일 09:00~18:00,1,1213,397.6,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
서울자동차공업사,민간,경기도 남양주시 진건읍 독정로 259-5,,37.67737452,127.1927834,031-527-0155,평일 09:00~18:00,1,1982,689.31,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
별내 현대 서비스,민간,경기도 남양주시 송산로 356(별내동),,37.67338943,127.1343605,1588-0501,평일 09:00~18:00,1,2935,2875.54,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
북부자동차공업㈜,민간,경기도 남양주시 별내면 청학로 79,,37.70717138,127.1180059,031-843-7300,평일 09:00~18:00,1,3395,667.88,,N,Y,N,Y,N,Y,Y,031-590-4099,경기도 남양주시청,2023-05-16,3990000,경기도 남양주시
유)여수자동차공업사,민간,전라남도 여수시 좌수영로 422,전라남도 여수시 미평동 606-6,34.7668647,127.7030077,061-653-1115,08:30-17:30,1,5098,645.7,2,N,Y,N,N,Y,Y,Y,061-286-7472,전라남도청,2023-07-06,4810000,전라남도 여수시
유)신여천자동차공업사,민간,전라남도 여수시 여수산단로327,전라남도 여수시 평여동 651-5,34.8115555,127.670452,061-685-5773,08:30-17:30,1,3846,2033,3,N,Y,N,N,Y,Y,Y,061-286-7472,전라남도청,2023-07-06,4810000,전라남도 여수시
유)동성자동차공업사,민간,전라남도 여수시 연등8길 23,전라남도 여수시 연등동 721-1,34.7563185,127.7228487,061-663-2222,08:30-17:30,1,5656.3,1033.67,3,N,Y,N,N,Y,Y,Y,061-286-7472,전라남도청,2023-07-06,4810000,전라남도 여수시
부영선진자동차공업사(주),민간,전라남도 여수시 국동남7길 10,전라남도 여수시 국동 37-71,34.7310231,127.7215837,061-643-3000,(평일)08:00-17:30+(토)09:00-12:00,1,2046,768.12,2,N,Y,N,N,Y,Y,Y,061-286-7472,전라남도청,2023-07-06,4810000,전라남도 여수시
여수현대정비서비스㈜,민간,전라남도 여수시 산단중앙로67,전라남도 여수시 화치동 1431,34.82666413,127.6451452,061-692-7575,08:00-17:30,2,8001.1,2601.54,2,N,Y,N,N,Y,Y,N,061-286-7472,전라남도청,2023-07-06,4810000,전라남도 여수시
남여수종합서비스기아오토큐㈜,민간,전라남도 여수시 소라면 소호관기로 143,전라남도 여수시 소라면 관기리 23-3,34.7382471,127.6328233,061-692-8285,09:00-18:00,1,5998,1053.67,2,N,Y,N,N,Y,Y,Y,061-286-7472,전라남도청,2023-07-06,4810000,전라남도 여수시
그린웨이 자동차공업사,민간,전라남도 여수시 봉계4길 7,전라남도 여수시 봉계동 755,34.7846604,127.6637815,061-682-8113,08:30-17:00,2,4463,1227.26,3,N,Y,N,N,Y,Y,N,061-286-7472,전라남도청,2023-07-06,4810000,전라남도 여수시
GM대우여수정비소,민간,전라남도 여수시 주삼덕양로 199,전라남도 여수시 주삼동 750,34.79080709,127.6527434,061-685-8155,09:00-18:00,1,6041,839.99,3,N,Y,N,N,Y,Y,Y,061-286-7472,전라남도청,2023-07-06,4810000,전라남도 여수시
구백자동차공업사,민간,전라남도 여수시 삼동로 101,전라남도 여수시 주삼동 558-8,34.80010123,127.6615809,061-683-5277,08:30-18:00,2,2427,505.05,3,N,Y,N,N,Y,Y,Y,061-286-7472,전라남도청,2023-07-06,4810000,전라남도 여수시
둔덕오름자동차공업사,민간,전라남도 여수시 좌수영로 644,전라남도 여수시 둔덕동 294-6,34.7810352,127.6961653,061-653-5600,08:00-17:30,1,1871,372.88,3,N,Y,N,N,Y,Y,Y,061-286-7472,전라남도청,2023-07-06,4810000,전라남도 여수시
여수종합검사소오토엠,민간,전라남도 여수시 신월로 8길48,전라남도 여수시 신월동 458,34.72798391,127.6981109,061-653-5192,08:30-18:00,5,202.4,115.24,2,N,Y,N,N,Y,Y,Y,061-286-7472,전라남도청,2023-07-06,4810000,전라남도 여수시
경오자동차㈜,민간,경기도 오산시 오산로 123-23,경기도 오산시 오산동 782-1,37.13854672,127.0662778,031-372-8556,평일:09:00~18:00+토요일:09:00~13:00,1,2565,468,4,N,Y,N,N,Y,Y,Y,031-8036-6146,경기도 오산시청,2023-07-05,4000000,경기도 오산시
현대오토모터스,민간,서울특별시 금천구 두산로 3,서울특별시 금천구 독산동 336-11,37.4708401,126.8882906,1588-8297,평일:09:00~18:00,1,1500,543,4,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2023-08-23,3170000,서울특별시 금천구
상신정비공업㈜,민간,서울특별시 금천구 시흥대로 287,서울특별시 금천구 시흥동 113-16,37.45891938,126.8980942,02-804-5559,평일:08:30~17:30,2,3038,1319,4,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2023-08-23,3170000,서울특별시 금천구
비케이프라임산업㈜,민간,서울특별시 금천구 범안로17길 67,서울특별시 금천구 독산동 330-5,37.46954684,126.8930335,02-858-4729,평일:09:00~18:00,1,2286,957,3,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2023-08-23,3170000,서울특별시 금천구
금천자동차검사정비센타,민간,서울특별시 금천구 시흥대로27길 26,서울특별시 금천구 시흥동 984-30,37.4410019,126.9020668,02-893-5579,평일:09:00~18:00,1,902,540,3,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2023-08-23,3170000,서울특별시 금천구
금강자동차정비산업㈜,민간,서울특별시 금천구 시흥대로 453,서울특별시 금천구 독산동 150-13,37.47411029,126.8979273,02-856-7800,평일:09:00~18:00,1,1707,575,4,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2023-08-23,3170000,서울특별시 금천구
기마자동차검사정비공업사,민간,서울특별시 금천구 두산로3길 4,서울특별시 금천구 독산동 335-22,37.47069774,126.8893278,02-855-0103,평일:09:00~18:00,1,410.9,1713.79,3,N,Y,N,N,N,Y,Y,02-2627-1752,서울특별시 금천구청,2023-08-23,3170000,서울특별시 금천구
(주)우성자동차정비공업사,민간,경기도 수원시 권선구 매송고색로 779(고색동),경기도 수원시 권선구 고색동 163-7,37.25344709,126.9894893,031-291-8585,평일: 09:00~18:00+토요일: 09:00~13:00,2,2247,264,5,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
수원자동차검사정비㈜,민간,경기도 수원시 권선구 매송고색로 828-19(평동),경기도 수원시 권선구 고색동 85,37.254446,126.9954903,031-295-5566,평일: 09:00~18:00+토요일: 09:00~13:00,1,2361,584,3,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
(주)하나자동차정비공업사,민간,경기도 수원시 영통구 매영로 252(원천동),경기도 수원시 영통구 원천동 410-2,37.25873184,127.0644428,031-217-4116,평일: 09:00~18:00+토요일: 09:00~13:00,2,4290,396,4,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
일주자동차정비공업사,민간,경기도 수원시 권선구 매송고색로 858(평동),경기도 수원시 권선구 평동 55-2,37.25704437,126.9963913,031-296-1919,평일: 09:00~18:00+토요일: 09:00~13:00,1,2824,221.6,4,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
(주)현대북수원서비스,민간,경기도 수원시 장안구 천천로 106(천천동),경기도 수원시 장안구 천천동 515,37.30096242,126.9836714,031-207-0070,평일: 09:00~18:00+토요일: 09:00~13:00,1,3865,110,4,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
에이스오토피아,민간,경기도 수원시 영통구 신원로 56(신동),경기도 수원시 영통구 신동 498-3,37.24810125,127.047689,031-204-5594,평일: 09:00~18:00+토요일: 09:00~13:00,2,1637,434.6,4,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
(주)아크로모터스,민간,경기도 수원시 영통구 삼성로 26(신동),경기도 수원시 영통구 신동 503-4,37.24736309,127.0488308,031-205-1414,평일: 09:00~18:00+토요일: 09:00~13:00,1,1554,100.7,4,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
(주)현대효성자동차공업,민간,경기도 수원시 장안구 경수대로 1196-12(파장동),경기도 수원시 장안구 파장동 126,37.31719614,126.9895884,031-252-9908,평일: 09:00~18:00+토요일: 09:00~13:00,2,3300,800,3,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
(주)중앙자동차정비,민간,경기도 수원시 영통구 신원로 271(매탄동),경기도 수원시 영통구 매탄동 404-1,37.25983404,127.0606123,031-296-2900,평일: 09:00~18:00+토요일: 09:00~13:00,1,3748,132,3,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
금성자동차공업사,민간,경기도 오산시 내삼미로 9,경기도 오산시 수청동 58-3,37.16391675,127.0669802,031-376-8585,평일:09:00~18:00+토요일:09:00~13:00,1,2694,420,3,N,Y,N,N,Y,Y,Y,031-8036-6146,경기도 오산시청,2023-07-05,4000000,경기도 오산시
현대동탄서비스검사소,민간,경기도 오산시 경기대로 631,경기도 오산시 내삼미동 493-7,37.17761168,127.0572085,031-376-7113,평일:09:00~18:00+토요일:09:00~13:00,1,1658,1261.58,4,N,Y,N,N,Y,Y,Y,031-8036-6146,경기도 오산시청,2023-07-05,4000000,경기도 오산시
신명자동차공업사,민간,경기도 오산시 경기대로 138-6,경기도 오산시 원동 510-2,37.13679473,127.0738342,031-376-3319,평일:09:00~18:00+토요일:09:00~13:00,1,948,139.17,4,N,Y,N,N,Y,Y,Y,031-8036-6146,경기도 오산시청,2023-07-05,4000000,경기도 오산시
마스터자동차공업사,민간,경기도 오산시 경기동로 138-34,경기도 오산시 부산동 437-5,37.15727129,127.085787,031-373-9081,평일:09:00~18:00+토요일:09:00~13:00,1,2152,820.8,3,N,Y,N,N,Y,Y,Y,031-8036-6146,경기도 오산시청,2023-07-05,4000000,경기도 오산시
남부현대서비스,민간,"경기도 오산시 가장로534번길 17, 105동",경기도 오산시 가장동 253,37.15858462,127.0395231,031-373-8572,평일:09:00~18:00+토요일:09:00~13:00,1,1688,332.4,2,N,Y,N,N,Y,Y,Y,031-8036-6146,경기도 오산시청,2023-07-05,4000000,경기도 오산시
TH모터스,민간,경기도 오산시 청학로 108,경기도 오산시 궐동 111,37.15839969,127.0649448,031-378-4973,평일:09:00~18:00+토요일:09:00~13:00,1,1912,367.38,4,N,Y,N,N,Y,Y,N,031-8036-6146,경기도 오산시청,2023-07-05,4000000,경기도 오산시
대명자동차공업사,민간,경기도 오산시 두곡로 26,경기도 오산시 두곡동 70,37.131733,127.047284,031-378-8552,평일:09:00~18:00+토요일:09:00~13:00,1,990,330,2,N,Y,N,N,Y,Y,N,031-8036-6146,경기도 오산시청,2023-07-05,4000000,경기도 오산시
(주)신아주이트럭,민간,,경기도 오산시 가장동 396-2,37.1627224040,127.0326255511,031-377-5055,평일:09:00~18:00+토요일:09:00~13:00,1,1062.5,1633.47,3,N,Y,N,N,Y,Y,Y,031-8036-6146,경기도 오산시청,2023-07-05,4000000,경기도 오산시
대명자동차정비공장,민간,경상북도 영주시 구성로88번길 10-3,,36.80179836,128.6325239,054-635-5588,09:00~17:20,1,2376,1155,,N,Y,N,N,N,N,N,054-639-6853,경상북도 영주시청,2023-07-08,5090000,경상북도 영주시
영주종합정비공장,민간,경상북도 영주시 구성로88번길 172,,36.80876404,128.635848,054-634-2800,08:30~17:30,1,3936,340,,N,Y,N,N,Y,N,N,054-639-6853,경상북도 영주시청,2023-07-08,5090000,경상북도 영주시
풍기자동차정비공장,민간,경상북도 영주시 봉현면 신재로 833,,36.86176769,128.5314764,054-636-3399,08:30~17:30,1,1587,522,,N,Y,N,N,N,N,Y,054-639-6853,경상북도 영주시청,2023-07-08,5090000,경상북도 영주시
경북자동차검사정비공장,민간,경상북도 영주시 중앙로 29,,36.82013102,128.6198737,054-631-1155,09:00~17:30,1,1080,373,,N,Y,N,N,N,N,N,054-639-6853,경상북도 영주시청,2023-07-08,5090000,경상북도 영주시
영풍자동차정비공장,민간,경상북도 영주시 봉현면 풍기로 7,,36.86606734,128.5224715,054-636-4545,08:30~18:00,1,2240,594,,N,Y,N,N,Y,N,Y,054-639-6853,경상북도 영주시청,2023-07-08,5090000,경상북도 영주시
현대정비공장,민간,경상북도 영주시 고현로 51,,36.834843,128.617126,054-631-0802,09:00~18:00,1,2452,423,,N,Y,N,N,N,N,N,054-639-6853,경상북도 영주시청,2023-07-08,5090000,경상북도 영주시
주식회사우성현대서비스,민간,경기도 군포시 공단로125,경기도 군포시 당동 44,37.35637319,126.9490751,031-429-1102,(평일) 09:00~18:00+(토요일) 09:00~13:00,1,1972.7,1167.42,4,N,Y,N,Y,N,Y,Y,031-390-0676,경기도 군포시청 차량관리과,2023-07-03,4020000,경기도 군포시
동군포현대서비스㈜,민간,경기도 군포시 당정로 28번길 30,경기도 군포시 당정동 366-1,37.35267727,126.9583061,031-458-0196,(평일) 09:00~18:00+(토요일) 09:00~13:00,1,1734,1528,3,N,Y,N,N,N,Y,Y,031-390-0676,경기도 군포시청 차량관리과,2023-07-03,4020000,경기도 군포시
OK자동차1급정비공장,민간,경기도 군포시 공단로 111,경기도 군포시 당동 134-23,37.35535216,126.949112,031-451-7585,(평일) 09:00~18:00+(토요일) 09:00~13:00,3,1168.6,584,5,N,Y,N,Y,N,Y,Y,031-390-0676,경기도 군포시청 차량관리과,2023-07-03,4020000,경기도 군포시
